Letter,Number,Color
cez,100,Turquoise
cfa,71,Green
cfb,92,Turquoise
cfc,60,Red
cfd,38,Blue
cfe,35,Red
cff,93,Gray
cfg,99,Orange
cfh,69,Yellow
cfi,25,Yellow
cfj,54,Cyan
cfk,25,Gray
cfl,87,Green
cfm,47,Black
cfn,36,Lavender
cfo,48,Gray
cfp,93,Brown
cfq,56,White
cfr,49,Yellow
cfs,54,Lavender
cft,91,Orange
cfu,5,Turquoise
cfv,28,Black
cfw,81,Blue
cfx,97,Lavender
cfy,60,White
cfz,44,Brown
cga,64,Orange
cgb,61,Brown
cgc,38,Turquoise
cgd,99,White
cge,59,Black
cgf,92,White
cgg,64,Magenta
cgh,54,Turquoise
cgi,85,Red
cgj,44,Brown
cgk,84,Purple
cgl,26,Lavender
cgm,94,Gray
cgn,94,Lavender
cgo,89,Cyan
cgp,20,Brown
cgq,98,Pink
cgr,45,Orange
cgs,48,Turquoise
cgt,31,Gray
cgu,2,Gray
cgv,2,Pink
cgw,68,Magenta
cgx,0,Cyan
cgy,10,Purple
cgz,73,Brown
cha,70,Green
chb,55,Pink
chc,6,Green
chd,71,Turquoise
che,95,Purple
chf,57,Brown
chg,74,White
chh,53,Gray
chi,79,Pink
chj,36,Green
chk,55,Blue
chl,51,Red
chm,62,Blue
chn,92,Gray
cho,93,Gray
chp,36,Magenta
chq,61,Orange
chr,19,White
chs,79,Blue
cht,87,Cyan
chu,0,Yellow
chv,17,Green
chw,59,Pink
chx,92,Gray
chy,79,Black
chz,86,Green
cia,82,Black
cib,27,White
cic,25,Lavender
cid,24,Magenta
cie,8,Orange
cif,96,Lavender
cig,56,Gray
cih,13,Blue
cii,56,Pink
cij,64,Pink
cik,1,Lavender
cil,52,Turquoise
cim,50,Cyan
cin,74,Orange
cio,39,Cyan
cip,1,White
ciq,99,Green
cir,76,Purple
cis,30,Turquoise
cit,44,Turquoise
ciu,47,Red
civ,41,Brown
ciw,86,Brown
cix,84,Black
ciy,93,Orange
ciz,36,Green
cja,78,Turquoise
cjb,36,Blue
cjc,23,Blue
cjd,81,Pink
cje,27,Turquoise
cjf,85,Brown
cjg,31,Turquoise
cjh,28,Brown
cji,8,Turquoise
cjj,42,Brown
cjk,2,White
cjl,28,Turquoise
cjm,79,Black
cjn,21,Green
cjo,16,Black
cjp,65,Cyan
cjq,9,Lavender
cjr,43,Black
cjs,60,White
cjt,20,Red
cju,46,Turquoise
cjv,73,Black
cjw,73,Lavender
cjx,64,Black
cjy,72,Red
cjz,86,Green
cka,88,Purple
ckb,94,Brown
ckc,8,Blue
ckd,13,Turquoise
cke,90,Gray
ckf,4,Turquoise
ckg,18,Green
ckh,29,Orange
cki,85,Magenta
ckj,62,Cyan
ckk,96,Purple
ckl,51,Red
ckm,95,White
ckn,22,Black
cko,49,Pink
ckp,34,Red
ckq,40,Cyan
ckr,8,Orange
cks,5,Magenta
ckt,84,Yellow
cku,2,Orange
ckv,93,White
ckw,12,Magenta
ckx,33,Gray
cky,26,Lavender
ckz,29,Brown
cla,79,Magenta
clb,12,Purple
clc,77,Orange
cld,79,Cyan
cle,61,Orange
clf,51,Lavender
clg,10,Cyan
clh,27,Yellow
cli,13,Lavender
clj,35,Gray
clk,82,Black
cll,10,Pink
clm,41,Brown
cln,12,White
clo,56,Blue
clp,94,Gray
clq,70,Turquoise
clr,6,Yellow
cls,35,Purple
clt,60,Magenta
clu,93,Orange
clv,34,Purple
clw,6,Blue
clx,26,Yellow
cly,16,Black
clz,32,White
cma,83,Gray
cmb,19,Magenta
cmc,14,White
cmd,95,Lavender
cme,88,Turquoise
cmf,24,Blue
cmg,45,Lavender
cmh,82,Brown
cmi,12,White
cmj,30,Blue
cmk,8,Gray
cml,82,Magenta
cmm,64,Purple
cmn,30,Black
cmo,60,Orange
cmp,91,Gray
cmq,99,Purple
cmr,53,Green
cms,2,Turquoise
cmt,15,Orange
cmu,7,Green
cmv,49,Yellow
cmw,53,Cyan
cmx,60,Brown
cmy,42,Orange
cmz,21,Yellow
cna,70,Blue
cnb,84,Turquoise
cnc,74,Purple
cnd,88,Red
cne,51,Purple
cnf,91,Pink
cng,53,Black
cnh,19,Blue
cni,13,Brown
cnj,36,Brown
cnk,34,Purple
cnl,38,Turquoise
cnm,35,Orange
cnn,27,Green
cno,64,Purple
cnp,7,White
cnq,54,Blue
cnr,56,Pink
cns,71,Red
cnt,26,Green
cnu,30,Pink
cnv,37,Cyan
cnw,0,Turquoise
cnx,5,Blue
cny,29,Black
cnz,14,White
coa,88,Turquoise
cob,64,Magenta
coc,84,Blue
cod,67,Gray
coe,69,Purple
cof,32,Turquoise
cog,45,Cyan
coh,17,Purple
coi,73,Lavender
coj,95,Lavender
cok,51,Cyan
col,69,Purple
com,97,White
con,75,Pink
coo,53,Yellow
cop,58,Pink
coq,22,Orange
cor,41,Cyan
cos,8,Black
cot,64,Green
cou,61,Blue
cov,88,Gray
cow,25,Pink
cox,1,White
coy,62,Purple
coz,76,Yellow
cpa,75,Lavender
cpb,80,White
cpc,3,Brown
cpd,15,Purple
cpe,14,Green
cpf,33,Lavender
cpg,77,Purple
cph,73,Brown
cpi,33,White
cpj,60,Red
cpk,28,Orange
cpl,33,Pink
cpm,16,Yellow
cpn,56,Blue
cpo,74,Purple
cpp,48,Cyan
cpq,20,Green
cpr,47,White
cps,96,White
cpt,39,Purple
cpu,24,Gray
cpv,32,Black
cpw,38,Blue
cpx,36,Black
cpy,14,Gray
cpz,78,Purple
cqa,97,Turquoise
cqb,97,Red
cqc,48,Red
cqd,1,White
cqe,26,Red
cqf,71,Green
cqg,70,Gray
cqh,98,Green
cqi,39,White
cqj,3,Brown
cqk,63,Blue
cql,12,Pink
cqm,12,Lavender
cqn,33,Brown
cqo,76,Green
cqp,27,Lavender
cqq,51,Cyan
cqr,98,Blue
cqs,88,Orange
cqt,85,Turquoise
cqu,52,Gray
cqv,49,Brown
cqw,3,Magenta
cqx,80,Magenta
cqy,63,Magenta
cqz,79,Purple
cra,63,Turquoise
crb,94,Purple
crc,1,Orange
crd,87,Black
cre,11,Purple
crf,88,Brown
crg,55,Turquoise
crh,96,Magenta
cri,58,Red
crj,52,White
crk,72,Magenta
crl,87,Green
crm,38,Magenta
crn,76,Gray
cro,9,Gray
crp,60,Brown
crq,33,Purple
crr,94,Red
crs,34,Green
crt,75,Black
cru,75,Black
crv,58,Blue
crw,10,Cyan
crx,6,Pink
cry,39,Cyan
crz,78,Cyan
csa,86,Cyan
csb,20,Pink
csc,33,Magenta
csd,34,White
cse,73,Brown
csf,58,Yellow
csg,94,Red
csh,6,White
csi,41,Yellow
csj,60,Blue
csk,53,White
csl,67,Cyan
csm,83,Red
csn,37,Red
cso,85,Magenta
csp,43,Black
csq,68,Black
csr,0,Purple
css,20,Green
cst,9,Green
csu,45,Cyan
csv,93,Orange
csw,1,Red
csx,100,Brown
csy,47,Brown
csz,81,Orange
cta,99,Gray
ctb,86,Purple
ctc,99,Green
ctd,3,Purple
cte,84,Lavender
ctf,35,Lavender
ctg,59,Pink
cth,75,White
cti,49,White
ctj,69,Magenta
ctk,39,Brown
ctl,47,Orange
ctm,14,Blue
ctn,44,Orange
cto,5,Red
ctp,75,Red
ctq,72,Lavender
ctr,6,Yellow
cts,51,Brown
ctt,70,Cyan
ctu,53,Brown
ctv,21,Blue
ctw,71,Blue
ctx,97,Lavender
cty,19,Magenta
ctz,11,White
cua,80,Purple
cub,9,Cyan
cuc,61,Gray
cud,31,Pink
cue,16,Blue
cuf,86,Magenta
cug,76,Green
cuh,87,Lavender
cui,30,Pink
cuj,6,Magenta
cuk,17,Turquoise
cul,70,Red
cum,63,Lavender
cun,32,Gray
cuo,17,Gray
cup,89,Green
cuq,18,Red
cur,75,Turquoise
cus,5,Green
cut,63,Cyan
cuu,61,Pink
cuv,13,Purple
cuw,87,Red
cux,91,Cyan
cuy,71,Turquoise
cuz,4,Yellow
cva,100,Orange
cvb,69,Pink
cvc,8,Blue
cvd,31,Blue
cve,9,Brown
cvf,89,Yellow
cvg,83,Lavender
cvh,29,Green
cvi,34,Turquoise
cvj,21,Pink
cvk,3,Turquoise
cvl,80,Blue
cvm,96,White
cvn,82,Turquoise
cvo,67,Blue
cvp,95,Cyan
cvq,74,Gray
cvr,72,Orange
cvs,60,White
cvt,34,Orange
cvu,17,White
cvv,44,Yellow
cvw,55,Brown
cvx,86,White
cvy,89,Orange
cvz,48,Yellow
cwa,92,Lavender
cwb,33,Magenta
cwc,31,Purple
cwd,55,Yellow
cwe,86,Green
cwf,92,White
cwg,73,Magenta
cwh,91,Green
cwi,73,Turquoise
cwj,11,Orange
cwk,70,Pink
cwl,72,Gray
cwm,7,Red
cwn,19,Orange
cwo,19,Green
cwp,64,Red
cwq,49,Orange
cwr,23,Yellow
cws,80,Green
cwt,34,Purple
cwu,16,Brown
cwv,62,Lavender
cww,98,Cyan
cwx,73,Black
cwy,74,Lavender
cwz,15,Purple
cxa,63,Black
cxb,50,Brown
cxc,80,Turquoise
cxd,24,Yellow
cxe,11,Orange
cxf,8,Cyan
cxg,78,Yellow
cxh,53,Yellow
cxi,39,Lavender
cxj,94,Red
cxk,79,Orange
cxl,1,Orange
cxm,42,Red
cxn,21,Orange
cxo,44,Black
cxp,48,Orange
cxq,64,Cyan
cxr,22,Orange
cxs,90,Purple
cxt,61,White
cxu,18,Gray
cxv,20,Green
cxw,22,Gray
cxx,84,Green
cxy,21,Black
cxz,91,Pink
cya,44,Green
cyb,80,Cyan
cyc,48,Pink
cyd,46,Black
cye,17,Cyan
cyf,65,Cyan
cyg,62,Yellow
cyh,21,Magenta
cyi,77,Yellow
cyj,44,Black
cyk,72,Blue
cyl,61,Brown
cym,15,Blue
cyn,38,Lavender
cyo,61,White
cyp,100,Cyan
cyq,46,Purple
cyr,99,Pink
cys,78,Blue
cyt,92,Turquoise
cyu,14,Brown
cyv,19,Red
cyw,87,White
cyx,97,Purple
cyy,20,White
cyz,7,Lavender
cza,56,Purple
czb,92,Black
czc,31,Magenta
czd,1,Brown
cze,23,White
czf,99,Lavender
czg,83,Red
czh,12,Black
czi,74,Purple
czj,25,Gray
czk,55,Cyan
czl,48,Green
czm,21,Magenta
czn,5,White
czo,47,Yellow
czp,91,Green
czq,85,Blue
czr,54,White
czs,14,Pink
czt,22,Purple
czu,68,Brown
czv,81,Cyan
czw,60,Orange
czx,18,Black
czy,92,Black
czz,94,Gray
daa,78,Turquoise
dab,11,Green
dac,100,Orange
dad,83,Purple
dae,86,Lavender
daf,71,Pink
dag,83,Blue
dah,9,White
dai,96,Cyan
daj,35,Brown
dak,14,Blue
dal,79,Purple
dam,52,Cyan
dan,34,Purple
dao,35,Cyan
dap,28,Black
daq,79,Green
dar,54,Purple
das,18,Blue
dat,92,White
dau,23,Pink
dav,16,Gray
daw,29,White
dax,69,Orange
day,50,Magenta
daz,22,Orange
dba,4,Red
dbb,77,Blue
dbc,67,Yellow
dbd,51,White
dbe,73,Cyan
dbf,12,Black
dbg,49,Black
dbh,10,Gray
dbi,98,Turquoise
dbj,70,Lavender
dbk,14,Magenta
dbl,10,Purple
dbm,75,Yellow
dbn,58,Turquoise
dbo,28,Green
dbp,29,Blue
dbq,94,Yellow
dbr,29,Magenta
dbs,45,White
dbt,95,Purple
dbu,82,Blue
dbv,6,Cyan
dbw,45,Cyan
dbx,41,White
dby,83,Magenta
dbz,85,Black
dca,74,White
dcb,86,Blue
dcc,28,Red
dcd,11,Red
dce,47,Yellow
dcf,55,Yellow
dcg,77,Black
dch,58,Magenta
dci,92,Pink
dcj,45,Magenta
dck,98,Green
dcl,52,Magenta
dcm,11,Cyan
dcn,78,Purple
dco,42,Yellow
dcp,98,Red
dcq,53,Gray
dcr,3,Brown
dcs,19,Gray
dct,3,Cyan
dcu,60,Yellow
dcv,66,Blue
dcw,57,Gray
dcx,26,Turquoise
dcy,62,Purple
dcz,29,Gray
dda,83,Purple
ddb,100,Magenta
ddc,77,Orange
ddd,79,Gray
dde,82,Turquoise
ddf,14,Turquoise
ddg,84,Blue
ddh,37,Black
ddi,21,Purple
ddj,60,Cyan
ddk,84,Cyan
ddl,55,White
ddm,94,Orange
ddn,39,Red
ddo,63,Orange
ddp,98,Green
ddq,67,Orange
ddr,95,Red
dds,80,Green
ddt,47,Orange
ddu,81,Turquoise
ddv,8,Yellow
ddw,21,Pink
ddx,61,Turquoise
ddy,21,Orange
ddz,41,Yellow
dea,17,Lavender
deb,15,Blue
dec,99,Purple
ded,43,Turquoise
dee,38,Pink
def,73,Blue
deg,27,Blue
deh,16,Red
dei,40,Turquoise
dej,97,Brown
dek,11,Magenta
del,56,Green
dem,28,Purple
den,70,Red
deo,13,White
dep,76,Red
deq,32,Purple
der,27,Black
des,56,Blue
det,77,Green
deu,63,Gray
dev,8,Lavender
dew,67,Green
dex,60,Gray
dey,2,Black
dez,13,Green
dfa,61,Yellow
dfb,26,Pink
dfc,71,Blue
dfd,30,Turquoise
dfe,86,Gray
dff,41,Green
dfg,46,Red
dfh,25,Turquoise
dfi,60,Gray
dfj,0,Blue
dfk,40,Black
dfl,15,Black
dfm,67,Yellow
dfn,97,Lavender
dfo,25,Yellow
dfp,49,Lavender
dfq,37,Pink
dfr,12,Lavender
dfs,1,Orange
dft,67,Black
dfu,22,Pink
dfv,93,Lavender
dfw,41,Green
dfx,25,Orange
dfy,50,White
dfz,59,Blue
dga,50,Brown
dgb,59,Brown
dgc,58,Cyan
dgd,39,White
dge,56,Purple
dgf,63,Lavender
dgg,16,White
dgh,54,Yellow
dgi,16,Yellow
dgj,54,Gray
dgk,14,Purple
dgl,50,Yellow
dgm,22,White
dgn,37,Purple
dgo,72,Orange
dgp,14,Orange
dgq,5,Red
dgr,63,Gray
dgs,97,Magenta
dgt,78,Gray
dgu,12,Black
dgv,31,Cyan
dgw,9,Turquoise
dgx,68,Gray
dgy,15,Cyan
dgz,0,Orange
dha,51,Green
dhb,52,Green
dhc,51,Lavender
dhd,37,Blue
dhe,62,Magenta
dhf,12,Orange
dhg,94,Green
dhh,63,Red
dhi,52,Red
dhj,26,Green
dhk,19,Magenta
dhl,19,Magenta
dhm,93,Yellow
dhn,100,Red
dho,67,Orange
dhp,61,Black
dhq,7,Orange
dhr,18,Purple
dhs,98,Magenta
dht,33,Orange
dhu,73,Lavender
dhv,1,Black
dhw,40,Pink
dhx,46,Turquoise
dhy,30,Green
dhz,23,Magenta
dia,77,White
dib,89,Blue
dic,85,Pink
did,70,Cyan
die,84,Brown
dif,35,Lavender
dig,67,Brown
dih,66,Cyan
dii,99,Lavender
dij,22,Black
dik,78,Blue
dil,96,Turquoise
dim,33,Turquoise
din,87,Brown
dio,21,Yellow
dip,86,Purple
diq,41,Red
dir,2,Cyan
dis,16,Turquoise
dit,69,Green
diu,18,Black
div,82,Orange
diw,81,Red
dix,6,Magenta
diy,7,Cyan
diz,91,Magenta
dja,53,White
djb,12,Black
djc,92,Lavender
djd,44,Pink
dje,67,Brown
djf,81,Turquoise
djg,22,White
djh,7,Yellow
dji,97,White
djj,64,Black
djk,81,Blue
djl,55,Gray
djm,57,Gray
djn,69,Green
djo,69,Cyan
djp,43,Lavender
djq,92,Pink
djr,100,Orange
djs,90,Magenta
djt,66,Yellow
dju,14,Lavender
djv,27,Purple
djw,0,Purple
djx,36,Blue
djy,24,Pink
djz,1,White
dka,30,Red
dkb,1,Cyan
dkc,10,Lavender
dkd,81,Lavender
dke,50,White
dkf,5,Turquoise
dkg,35,Purple
dkh,74,Orange
dki,61,Lavender
dkj,65,Magenta
dkk,93,White
dkl,76,Pink
dkm,71,Green
dkn,86,Brown
dko,16,Lavender
dkp,98,Turquoise
dkq,19,Pink
dkr,47,Green
dks,20,Orange
dkt,64,White
dku,17,Brown
dkv,48,Blue
dkw,29,Yellow
dkx,10,Black
dky,57,White
dkz,79,Red
dla,30,Green
dlb,91,Magenta
dlc,73,Turquoise
dld,60,Turquoise
dle,56,Yellow
dlf,98,Pink
dlg,69,Brown
dlh,47,Red
dli,12,Gray
dlj,47,Blue
dlk,83,Black
dll,0,Blue
dlm,49,Gray
dln,66,Brown
dlo,54,White
dlp,8,Pink
dlq,5,Magenta
dlr,25,Black
dls,5,Red
dlt,81,Blue
dlu,47,Magenta
dlv,23,Brown
dlw,62,Magenta
dlx,48,Lavender
dly,2,Blue
dlz,22,Gray
dma,64,Turquoise
dmb,10,Green
dmc,54,Yellow
dmd,23,Orange
dme,63,Brown
dmf,59,Magenta
dmg,10,Blue
dmh,74,Purple
dmi,71,Cyan
dmj,66,Lavender
dmk,55,Lavender
dml,11,Turquoise
dmm,72,Gray
dmn,98,Black
dmo,53,Orange
dmp,9,Red
dmq,66,Gray
dmr,38,Blue
dms,69,Green
dmt,78,Purple
dmu,53,Green
dmv,48,Purple
dmw,96,Magenta
dmx,74,Green
dmy,36,Magenta
dmz,91,Lavender
dna,34,Lavender
dnb,92,Cyan
dnc,5,Turquoise
dnd,30,Turquoise
dne,57,Black
dnf,61,Blue
dng,65,Lavender
dnh,34,Purple
dni,92,Brown
dnj,69,Orange
dnk,28,Yellow
dnl,17,Orange
dnm,70,Magenta
dnn,26,Yellow
dno,76,Lavender
dnp,63,Pink
dnq,16,Blue
dnr,71,Black
dns,36,Yellow
dnt,27,Orange
dnu,86,Lavender
dnv,75,Yellow
dnw,23,Gray
dnx,56,Brown
dny,68,Orange
dnz,0,Green
doa,50,Gray
dob,66,Black
doc,6,Green
dod,55,Brown
doe,4,Pink
dof,80,Purple
dog,47,Cyan
doh,3,Red
doi,39,Turquoise
doj,55,Red
dok,61,Lavender
dol,60,Yellow
dom,21,Turquoise
don,84,Cyan
doo,85,Gray
dop,78,Pink
doq,59,Black
dor,62,Brown
dos,93,Gray
dot,63,Red
dou,77,Orange
dov,45,Lavender
dow,89,Lavender
dox,91,Red
doy,17,Cyan
doz,49,Magenta
dpa,19,Blue
dpb,65,Orange
dpc,3,Orange
dpd,0,Gray
dpe,99,Turquoise
dpf,15,Black
dpg,21,Yellow
dph,79,Purple
dpi,64,Purple
dpj,74,Purple
dpk,50,Blue
dpl,72,Black
dpm,73,White
dpn,35,Turquoise
dpo,16,Turquoise
dpp,10,Cyan
dpq,27,Orange
dpr,45,Purple
dps,39,Lavender
dpt,97,Gray
dpu,10,Orange
dpv,7,Blue
dpw,80,Brown
dpx,99,Lavender
dpy,4,Brown
dpz,83,Magenta
dqa,34,Red
dqb,26,Turquoise
dqc,59,Yellow
dqd,91,Pink
dqe,65,Green
dqf,78,Blue
dqg,28,Brown
dqh,92,Black
dqi,4,Turquoise
dqj,74,White
dqk,71,Blue
dql,50,Lavender
dqm,19,Red
dqn,62,Blue
dqo,22,Magenta
dqp,50,Turquoise
dqq,95,Magenta
dqr,11,Orange
dqs,57,Red
dqt,47,Lavender
dqu,49,Red
dqv,65,Purple
dqw,80,Purple
dqx,74,White
dqy,48,Magenta
dqz,45,Purple
dra,96,Cyan
drb,5,Lavender
drc,18,Cyan
drd,10,Turquoise
dre,90,Cyan
drf,45,Green
drg,60,Black
drh,63,Turquoise
dri,27,Gray
drj,92,Red
drk,88,Pink
drl,14,Blue
drm,22,Pink
drn,72,Magenta
dro,37,Turquoise
drp,53,Blue
drq,74,Lavender
drr,79,Pink
drs,28,Cyan
drt,72,Magenta
dru,5,Pink
drv,59,Green
drw,83,White
drx,12,Lavender
dry,1,White
drz,68,Red
dsa,11,Green
dsb,36,Cyan
dsc,55,Purple
dsd,34,White
dse,67,Turquoise
dsf,15,Purple
dsg,43,Blue
dsh,71,Gray
dsi,55,Pink
dsj,98,Blue
dsk,5,Cyan
dsl,43,Orange
dsm,49,Orange
dsn,19,Turquoise
dso,42,Turquoise
dsp,74,Magenta
dsq,55,Orange
dsr,90,Black
dss,100,Orange
dst,29,Orange
dsu,57,Lavender
dsv,0,Yellow
dsw,49,Gray
dsx,36,Red
dsy,74,Magenta
dsz,34,Blue
dta,95,Turquoise
dtb,94,Red
dtc,3,Lavender
dtd,27,Red
dte,26,Purple
dtf,16,Gray
dtg,47,Magenta
dth,27,Red
dti,53,Orange
dtj,64,Gray
dtk,28,Gray
dtl,43,Pink
dtm,89,Blue
dtn,55,White
dto,0,Orange
dtp,7,Blue
dtq,64,Purple
dtr,29,Red
dts,5,Pink
dtt,59,Magenta
dtu,61,Blue
dtv,61,Orange
dtw,15,Red
dtx,6,Pink
dty,85,Blue
dtz,42,Magenta
dua,38,Blue
dub,13,Brown
duc,25,Brown
dud,28,Yellow
due,44,Magenta
duf,66,Brown
dug,30,Yellow
duh,29,White
dui,31,Pink
duj,18,Pink
duk,76,Brown
dul,82,Cyan
dum,90,Orange
dun,57,Red
duo,58,Cyan
dup,19,Black
duq,93,Purple
dur,65,Black
dus,18,Orange
dut,80,Yellow
duu,65,Orange
duv,31,Red
duw,24,Blue
dux,91,Brown
duy,55,Orange
duz,40,Blue
dva,78,White
dvb,68,Lavender
dvc,68,Lavender
dvd,76,Purple
dve,13,Blue
dvf,69,Orange
dvg,64,Blue
dvh,93,White
dvi,26,Gray
dvj,20,Orange
dvk,1,Gray
dvl,12,White
dvm,94,Turquoise
dvn,46,White
dvo,6,Orange
dvp,37,Green
dvq,47,Pink
dvr,11,Gray
dvs,33,Pink
dvt,9,Red
dvu,11,Turquoise
dvv,16,Lavender
dvw,70,Purple
dvx,63,Turquoise
dvy,83,Turquoise
dvz,53,Purple
dwa,48,Magenta
dwb,3,Green
dwc,98,Gray
dwd,68,Red
dwe,65,Orange
dwf,8,White
dwg,31,Lavender
dwh,45,Turquoise
dwi,64,Brown
dwj,14,Magenta
dwk,33,Magenta
dwl,68,Lavender
dwm,37,Lavender
dwn,48,Red
dwo,85,Magenta
dwp,3,Gray
dwq,59,Turquoise
dwr,0,Purple
dws,13,Lavender
dwt,77,Green
dwu,10,Brown
dwv,66,Yellow
dww,15,Magenta
dwx,79,Pink
dwy,93,Green
dwz,35,Green
dxa,48,Magenta
dxb,92,Brown
dxc,13,Magenta
dxd,97,Blue
dxe,32,Turquoise
dxf,43,Green
dxg,49,Pink
dxh,100,Purple
dxi,10,Turquoise
dxj,55,Red
dxk,69,Pink
dxl,88,Gray
dxm,78,Lavender
dxn,14,Turquoise
dxo,15,Black
dxp,95,White
dxq,26,Black
dxr,35,Lavender
dxs,28,Gray
dxt,19,Yellow
dxu,88,Blue
dxv,24,Green
dxw,7,White
dxx,95,Pink
dxy,96,Purple
dxz,62,Blue
dya,68,Black
dyb,57,Orange
dyc,42,White
dyd,76,Magenta
dye,1,Turquoise
dyf,68,Magenta
dyg,92,Magenta
dyh,97,Orange
dyi,20,Blue
dyj,85,Purple
dyk,76,Turquoise
dyl,24,Magenta
dym,85,Purple
dyn,72,Brown
dyo,64,Orange
dyp,12,Lavender
dyq,40,Green
dyr,26,Cyan
dys,93,Purple
dyt,100,Purple
dyu,15,Black
dyv,33,Turquoise
dyw,92,Red
dyx,38,Yellow
dyy,3,Orange
dyz,66,Yellow
dza,53,Brown
dzb,44,Pink
dzc,84,Brown
dzd,65,Black
dze,2,White
dzf,30,Pink
dzg,6,Pink
dzh,71,White
dzi,28,White
dzj,25,Red
dzk,15,Lavender
dzl,20,Red
dzm,91,Magenta
dzn,60,Red
dzo,27,Blue
dzp,3,Purple
dzq,85,Orange
dzr,96,Turquoise
dzs,42,Pink
dzt,7,Black
dzu,26,Lavender
dzv,78,Turquoise
dzw,79,Orange
dzx,13,Magenta
dzy,78,Purple
dzz,10,Magenta
eaa,83,Cyan
eab,98,Turquoise
eac,70,Orange
ead,30,Orange
eae,85,Lavender
eaf,60,Purple
eag,43,Blue
eah,22,Brown
eai,82,Orange
eaj,51,Cyan
eak,9,Lavender
eal,13,Purple
eam,21,Green
ean,80,Turquoise
eao,6,Orange
eap,7,Red
eaq,31,Orange
ear,76,Magenta
eas,19,Brown
eat,32,Pink
eau,40,Brown
eav,63,Gray
eaw,49,Green
eax,65,White
eay,6,Purple
eaz,60,Purple
eba,47,Blue
ebb,42,White
ebc,6,Gray
ebd,49,Pink
ebe,35,Magenta
ebf,30,Purple
ebg,45,Yellow
ebh,5,Pink
ebi,19,Orange
ebj,41,Pink
ebk,55,Black
ebl,12,Pink
ebm,10,Orange
ebn,36,Turquoise
ebo,52,Yellow
ebp,11,Gray
ebq,98,Turquoise
ebr,95,Blue
ebs,56,White
ebt,90,Blue
ebu,89,Cyan
ebv,22,Orange
ebw,45,Turquoise
ebx,9,Purple
eby,39,Green
ebz,66,Lavender
eca,15,Green
ecb,66,Turquoise
ecc,28,White
ecd,1,Cyan
ece,91,Black
ecf,19,Orange
ecg,93,Red
ech,37,Red
eci,67,Blue
ecj,20,Brown
eck,29,Green
ecl,97,Lavender
ecm,36,Green
ecn,6,Cyan
eco,93,Cyan
ecp,43,Green
ecq,61,Turquoise
ecr,54,Magenta
ecs,71,Brown
ect,2,Turquoise
ecu,23,Cyan
ecv,16,Red
ecw,55,Gray
ecx,10,Red
ecy,65,Turquoise
ecz,75,Pink
eda,18,Cyan
edb,19,Black
edc,13,Orange
edd,76,White
ede,69,Black
edf,0,Yellow
edg,64,Red
edh,84,Yellow
edi,7,Cyan
edj,12,Gray
edk,45,Cyan
edl,92,Black
edm,40,Lavender
edn,82,Turquoise
edo,52,Magenta
edp,13,Orange
edq,34,Pink
edr,7,Magenta
eds,100,Turquoise
edt,18,White
edu,73,Green
edv,62,Brown
edw,42,Gray
edx,65,White
edy,45,Black
edz,64,Blue
eea,54,White
eeb,23,Pink
eec,7,Red
eed,29,Gray
eee,56,Purple
eef,4,Lavender
eeg,79,Red
eeh,3,Green
eei,37,Turquoise
eej,64,Magenta
eek,86,Cyan
eel,95,Cyan
eem,91,Black
een,63,Lavender
eeo,62,Purple
eep,89,Blue
eeq,78,Pink
eer,83,Brown
ees,71,Blue
eet,4,Blue
eeu,22,Purple
eev,27,Purple
eew,59,Green
eex,8,Yellow
eey,96,Purple
eez,19,Yellow
efa,20,Lavender
efb,98,Magenta
efc,92,Brown
efd,93,Yellow
efe,57,Blue
eff,75,Green
efg,90,Purple
efh,11,Red
efi,71,Pink
efj,52,Black
efk,57,Purple
efl,96,Cyan
efm,85,Purple
efn,91,Orange
efo,56,Brown
efp,72,Black
efq,22,Cyan
efr,78,Red
efs,86,Brown
eft,51,Yellow
efu,64,Magenta
efv,57,Green
efw,92,Turquoise
efx,1,Pink
efy,40,Brown
efz,95,White
ega,48,Yellow
egb,12,Pink
egc,89,Cyan
egd,37,Black
ege,54,Turquoise
egf,47,Black
egg,68,Yellow
egh,27,Green
egi,65,Purple
egj,19,Magenta
egk,85,Green
egl,93,Brown
egm,17,Pink
egn,4,Pink
ego,51,Red
egp,45,Cyan
egq,63,Blue
egr,29,Red
egs,47,Green
egt,14,Turquoise
egu,9,Blue
egv,64,Orange
egw,2,Yellow
egx,67,Lavender
egy,88,Pink
egz,16,Black
eha,57,Blue
ehb,95,White
ehc,96,Magenta
ehd,88,Brown
ehe,60,Blue
ehf,21,Black
ehg,63,Lavender
ehh,16,Green
ehi,77,Green
ehj,74,Brown
ehk,37,Red
ehl,80,Green
ehm,61,Turquoise
ehn,72,Brown
eho,80,Orange
ehp,99,Pink
ehq,70,Turquoise
ehr,78,Purple
ehs,24,Lavender
eht,66,Brown
ehu,21,Lavender
ehv,15,Pink
ehw,53,Black
ehx,14,Magenta
ehy,95,Magenta
ehz,13,White
eia,24,Orange
eib,90,Yellow
eic,19,Orange
eid,22,Brown
eie,8,Brown
eif,27,Pink
eig,46,Cyan
eih,10,Blue
eii,13,Cyan
eij,5,Orange
eik,95,Gray
eil,38,Purple
eim,23,Blue
ein,22,Black
eio,36,Red
eip,73,Green
eiq,2,Cyan
eir,82,Brown
eis,83,Magenta
eit,34,Brown
eiu,24,Black
eiv,88,Cyan
