name,decimal,state,year
obq,0.71,North Carolina,1962
obs,0.9,Mississippi,1951
obv,0.27,Alaska,1963
obz,0.56,South Dakota,1914
ocb,0.84,Pennsylvania,1932
oce,0.46,Georgia,1964
ocg,0.84,Pennsylvania,1944
ocj,0.34,Maryland,1998
ocm,0.57,Oregon,1941
ocn,0.91,Maine,1943
ocs,0.57,South Carolina,2004
oct,0.1,West Virginia,1936
ocv,0.39,Wyoming,1960
ocw,0.34,Colorado,2021
ocz,0.55,North Carolina,1957
odb,0.65,Iowa,1921
odd,0.12,North Carolina,1966
odh,0.76,Missouri,1990
odl,0.98,Indiana,1964
odm,0.04,Alaska,1951
odo,0.44,Utah,1974
odq,0.37,Kentucky,1965
odw,0.12,Rhode Island,1993
ody,0.13,South Carolina,1979
odz,0.72,Massachusetts,2002
oec,0.55,California,1996
oee,0.57,New Mexico,1992
oej,0.47,Maryland,1939
oek,0.4,Nevada,1960
oel,0.31,Nebraska,2009
oep,0.47,West Virginia,1944
oeq,0.61,Utah,1948
oev,0.66,Montana,1963
oey,0.52,Illinois,1950
oez,0.0,New Mexico,1989
ofa,0.25,Wisconsin,1958
ofd,0.03,Vermont,1992
ofk,0.83,California,2023
ofl,0.63,Pennsylvania,1989
ofo,0.3,North Dakota,1983
ofp,0.66,Minnesota,1960
ofu,0.86,Arkansas,1932
ogc,0.26,Kansas,1926
oge,0.74,Arkansas,1986
ogi,0.73,Indiana,1972
ogs,0.25,North Carolina,1964
ogw,0.11,Oregon,2005
ogy,0.86,Montana,1903
ogz,0.62,New Jersey,1901
ohc,0.54,Tennessee,1980
ohf,0.48,Nebraska,2023
ohg,0.74,North Carolina,2015
ohh,0.36,Montana,1974
ohi,0.01,Massachusetts,1944
ohk,0.96,New York,1984
ohl,0.78,New Jersey,1913
ohq,0.78,Hawaii,1963
ohs,0.59,Maine,2009
oht,0.48,Iowa,1992
ohu,0.95,Delaware,1938
ohx,0.81,Nevada,1929
ohy,0.76,Alaska,1991
oie,0.86,Florida,1914
oih,0.96,Montana,1999
oik,0.02,Nebraska,2018
oil,0.28,Connecticut,1972
oim,0.22,Mississippi,2020
oip,0.93,Mississippi,2008
oir,0.8,Michigan,1957
ois,0.9,South Dakota,1978
oiu,0.6,Oregon,1983
ojb,0.97,Wyoming,2016
ojd,0.86,Washington,1976
oje,0.53,Alabama,1922
ojf,0.14,Rhode Island,2002
ojg,0.57,Hawaii,1991
ojj,0.08,Mississippi,2006
ojk,0.48,Missouri,1966
ojs,0.6,Alabama,2014
oju,0.61,North Carolina,1933
ojw,0.41,California,1958
ojx,1.0,North Dakota,1975
ojy,0.56,West Virginia,1933
oka,0.09,Arkansas,1988
okd,0.5,Kentucky,1946
oke,0.74,Washington,1942
okf,0.03,Maryland,1990
okg,0.32,Montana,1956
okh,0.6,Texas,1923
okk,0.04,Missouri,1946
okl,0.65,Iowa,1946
okn,0.15,Illinois,2002
oko,0.91,Louisiana,1984
okp,0.17,Arkansas,1939
oks,0.67,Rhode Island,1936
oku,0.0,Virginia,2009
olb,0.69,Utah,1913
old,0.72,Michigan,1957
ole,0.88,New Jersey,1991
oli,0.78,Missouri,1960
olk,0.53,Rhode Island,1947
olo,0.68,Nevada,1905
olp,0.95,Hawaii,2002
olq,0.83,Wyoming,1908
olr,0.14,Indiana,2006
olw,0.36,New Hampshire,1913
oly,0.46,Virginia,1927
oma,0.15,Arizona,1929
omd,0.02,Wyoming,1940
omf,0.87,Georgia,1983
omh,0.76,New Hampshire,1987
omm,0.63,Maryland,1930
omn,0.7,Tennessee,1908
omz,0.22,Kentucky,1912
ond,0.42,New Mexico,1943
oni,0.9,Michigan,1932
onk,0.06,Georgia,1912
onn,0.74,Hawaii,2022
ono,0.88,Oregon,2005
onq,0.58,Kansas,1961
onu,0.74,North Dakota,1911
onv,0.07,Hawaii,1930
onx,0.74,Colorado,1909
ooa,1.0,Montana,2007
ooe,0.87,New Jersey,1983
oof,0.39,Alaska,1960
ooh,0.23,Indiana,1978
ook,0.87,New Jersey,2000
ooo,0.22,Kansas,1901
oor,0.78,Utah,1937
oos,0.34,Louisiana,1934
oow,0.69,Michigan,1992
oox,0.13,Texas,1977
opb,0.52,Ohio,2005
opd,0.34,Georgia,1950
ope,0.01,Idaho,1911
opg,0.39,Iowa,1981
oph,0.35,Maine,2012
opi,0.88,Louisiana,1953
opj,0.61,Wyoming,1961
opm,0.3,Mississippi,1913
opr,0.48,Nevada,2022
ops,0.25,Wyoming,1931
opu,0.57,Texas,1936
opw,0.03,Oklahoma,1967
opy,0.98,Maine,1959
opz,0.81,California,1959
oqd,0.05,North Carolina,1972
oqe,0.41,Tennessee,1990
oqf,0.06,Georgia,1971
oqg,0.13,Virginia,1922
oqh,0.63,North Dakota,1925
oqj,0.15,Arizona,1903
oqq,0.83,Louisiana,2001
oqs,0.15,Utah,2016
oqv,0.69,South Carolina,1960
oqw,0.72,New Hampshire,2001
oqx,0.56,Florida,1950
oqy,0.51,Vermont,1988
orl,0.86,Montana,1946
orn,0.15,New Hampshire,1928
orq,1.0,Colorado,1933
ors,0.86,Nevada,1986
oru,0.18,Delaware,1957
orw,0.6,Washington,1902
ory,0.87,Utah,1965
orz,0.53,Maine,1914
osa,0.04,South Carolina,1903
osb,0.26,Michigan,1981
osc,0.68,North Carolina,1948
osd,0.74,Maine,1955
ose,0.45,Florida,1985
osg,0.54,Washington,1902
osh,0.46,West Virginia,1906
osk,0.0,New York,1917
osm,0.92,New Jersey,1966
ost,0.2,Connecticut,1932
osv,0.85,Nebraska,1953
otd,0.14,New York,1973
otg,0.82,Arizona,1954
oti,0.69,Connecticut,1976
otn,0.19,Michigan,2017
otw,0.79,Wisconsin,1947
otz,0.82,Illinois,1905
oud,0.48,Kansas,1923
oug,0.24,Nebraska,1995
oui,0.56,Oklahoma,1962
oun,0.4,Wisconsin,1997
ous,0.52,Illinois,1932
ouu,0.45,Arizona,2010
ouw,0.3,Colorado,1974
ovb,0.7,Colorado,1999
ove,0.17,Washington,1958
ovf,0.9,New Jersey,1941
ovg,0.65,Maryland,1966
ovh,0.01,Tennessee,1910
ovi,0.02,New York,1981
ovj,0.77,Idaho,2002
ovm,0.03,Kansas,1968
ovn,0.47,Florida,1968
ovq,0.58,Minnesota,1920
ovr,0.16,Kansas,1927
ovw,0.0,Florida,1993
ovy,0.84,Indiana,1955
owd,0.49,Kentucky,1983
owe,0.89,Alaska,1966
owf,0.65,Indiana,1998
owj,0.71,Oklahoma,1992
owm,0.71,Wyoming,1962
own,0.96,Alaska,1988
ows,0.54,New Jersey,2013
owt,0.63,California,2009
owx,0.49,Colorado,1922
owy,0.66,Michigan,1975
oxc,0.87,Oregon,1967
oxe,0.79,North Carolina,1983
oxf,0.95,Alaska,1940
oxg,0.92,North Dakota,1988
oxi,0.88,North Carolina,1912
oxl,0.45,Maryland,2002
oxn,0.38,Colorado,2006
oxr,0.37,Arkansas,2002
oxw,0.47,Oregon,1955
oxx,0.15,New York,1962
oxz,0.71,Arkansas,1974
oyb,0.74,Virginia,1957
oyc,0.39,Maine,2007
oye,0.21,Maine,1981
oyh,0.58,Michigan,1938
oyj,0.91,Alabama,1951
oyl,0.95,Tennessee,1952
oyn,0.05,Maine,1969
oyo,0.93,Missouri,1901
oyr,0.57,Montana,1973
oys,0.27,New York,1926
oyv,0.58,Virginia,1987
oyy,0.62,Indiana,1978
oyz,0.95,New Jersey,1944
ozb,0.15,Minnesota,1926
ozc,0.13,Georgia,1901
ozd,0.13,Rhode Island,1931
ozf,0.88,Michigan,1994
ozj,0.67,Delaware,1953
ozk,0.6,New Hampshire,1998
ozl,0.88,Montana,1968
ozs,0.38,Oklahoma,1978
ozw,0.11,Tennessee,1984
ozx,0.38,Vermont,1942
paa,0.78,Arizona,1919
pae,0.54,Texas,1934
pag,0.68,Tennessee,1984
pah,0.66,Minnesota,1909
paq,0.55,Hawaii,1996
pax,0.82,Iowa,1967
pba,0.72,Florida,1928
pbc,0.47,New Jersey,2010
pbd,0.8,West Virginia,1957
pbe,0.33,Louisiana,1913
pbg,0.13,Florida,1951
pbj,0.78,Idaho,1962
pbl,0.21,Florida,1928
pbo,0.51,Florida,1948
pbs,0.28,Georgia,1940
pbt,0.92,Michigan,1999
pce,0.74,California,1991
pcm,0.0,Maryland,2018
pcu,0.38,Minnesota,1904
pcx,0.79,Alabama,1934
pda,0.2,Maryland,1927
pde,0.12,Indiana,1979
pdf,0.92,Colorado,1910
pdi,0.27,West Virginia,1933
pdj,0.27,New Hampshire,1938
pdk,0.91,Oregon,1954
pdl,0.73,Oklahoma,1922
pdm,0.26,Delaware,1979
pdn,0.82,Nevada,2012
pdo,0.48,Idaho,1957
pdp,0.36,Colorado,1960
pdr,0.74,Virginia,1977
pds,0.17,South Carolina,1938
pdt,0.51,South Dakota,1945
pdy,0.02,Mississippi,1969
pec,0.77,California,1959
pei,0.92,New Hampshire,1997
pep,0.97,Missouri,1911
peq,0.27,Delaware,2020
per,0.59,Idaho,1974
pet,0.26,Mississippi,1932
peu,0.84,Missouri,1915
pev,0.59,New Hampshire,1967
pex,0.86,Alabama,1978
pfb,1.0,Kansas,1955
pfe,0.72,Iowa,1966
pfi,0.83,Delaware,1948
pfm,0.88,Rhode Island,1926
pfo,0.6,Vermont,1909
pfu,0.89,Alaska,2003
pga,0.41,North Carolina,1958
pgb,0.51,Alaska,2018
pgd,0.17,Tennessee,1996
pgg,0.76,Nebraska,1923
pgh,0.02,South Dakota,1915
pgj,0.91,Illinois,1935
pgl,0.36,Wisconsin,1932
pgp,0.03,Wyoming,1963
pgs,1.0,Utah,1916
pgt,0.53,Delaware,1960
pgu,0.44,Arkansas,1936
pgw,0.62,Texas,1982
pgx,0.19,Nevada,1947
phc,0.06,Iowa,1963
phd,0.29,New Jersey,2006
phe,0.55,Iowa,1975
phg,0.11,Maine,1927
phj,0.97,South Carolina,1975
phl,0.43,Texas,1901
phm,0.75,Connecticut,2011
pho,0.4,Nevada,2022
php,0.49,Nebraska,1916
phq,0.95,New York,1926
pht,0.08,Arizona,1981
phy,0.67,Tennessee,1968
phz,0.72,Pennsylvania,2001
pid,0.76,Delaware,1975
pig,0.79,Maine,1992
pio,0.61,Kansas,2009
piq,0.24,New York,1985
pis,0.21,Nevada,1969
pix,0.01,Arizona,1905
pja,0.14,New Hampshire,1980
pje,0.1,New York,1962
pjf,0.7,Washington,2017
pjg,0.52,Iowa,1954
pjh,0.82,Kansas,2003
pji,0.8,North Dakota,1938
pjr,0.2,Arkansas,1998
pjt,0.72,Nebraska,2021
pjv,0.66,Alaska,1987
pjw,0.9,Mississippi,1982
pjy,0.44,Idaho,1918
pkg,0.69,Louisiana,2003
pkh,0.03,Maryland,1909
pkj,0.79,New Mexico,1956
pkk,0.04,Iowa,1961
pkq,0.36,Ohio,1948
pkt,0.56,New Hampshire,1976
pkx,0.1,Illinois,1910
pli,0.28,Minnesota,1921
plm,0.27,Arkansas,1940
pln,0.27,Alaska,1933
plo,0.06,Nevada,1990
plt,0.9,Louisiana,1978
plu,0.85,Florida,2008
plv,0.54,Tennessee,1960
pmf,0.57,Washington,2015
pml,0.57,Arkansas,1928
pmn,0.49,Minnesota,2015
pms,0.84,New Mexico,1999
pna,0.23,Maine,1937
pnc,0.71,North Carolina,2011
pnd,0.32,Minnesota,1954
pnj,0.09,South Dakota,1902
pnk,0.43,Massachusetts,1984
pnl,0.99,Delaware,1977
pno,0.84,Wyoming,1967
pnw,0.23,North Dakota,1947
pnz,0.23,New York,1928
poc,0.39,Wisconsin,2017
poi,0.27,Alaska,1925
pom,0.84,Hawaii,1917
poo,0.55,California,1994
por,0.32,South Carolina,1998
pou,0.97,California,1900
ppc,0.58,Louisiana,1938
ppd,0.7,Florida,2020
ppf,0.72,California,1985
ppk,0.92,West Virginia,1937
ppq,0.71,Hawaii,2002
ppv,0.27,Virginia,1926
ppy,0.8,Maryland,1945
pqb,0.82,New Mexico,1917
pqc,0.64,North Dakota,1946
pqd,0.12,Vermont,1980
pqf,0.57,Missouri,1936
pqj,0.7,South Dakota,1908
pqk,0.22,North Carolina,1922
pql,0.52,North Carolina,1982
pqo,0.31,Maryland,1973
pqp,0.73,Michigan,2008
pqq,0.85,North Carolina,1940
pqs,0.2,New Jersey,1940
pqt,0.36,Delaware,1965
pqw,0.48,Louisiana,1901
pqx,0.03,New Hampshire,1915
prj,0.53,Vermont,1965
prk,1.0,Tennessee,1906
prn,0.02,Arkansas,1946
prp,0.22,Utah,1958
prs,0.11,Georgia,1929
prt,0.54,Illinois,2020
pru,0.89,California,1939
pse,0.26,Arizona,1948
psf,0.49,Massachusetts,1945
psi,0.35,Rhode Island,2004
psj,0.86,Arizona,1959
psk,0.72,Maine,1971
psm,0.96,Washington,2019
psn,0.88,North Carolina,1994
psp,0.57,South Dakota,1921
psu,0.45,Georgia,1925
psy,0.71,South Dakota,1933
psz,0.7,Minnesota,1911
ptb,0.08,Missouri,1925
ptc,0.98,South Dakota,1931
ptd,0.38,Oregon,1954
pte,0.99,Connecticut,1943
pth,0.42,West Virginia,1978
ptk,0.36,Rhode Island,1962
ptl,0.66,Texas,1953
ptm,0.52,North Dakota,1973
ptn,0.76,Indiana,1964
pto,0.01,Indiana,2023
ptq,0.61,Vermont,1913
ptr,0.1,Georgia,1992
ptt,0.04,Minnesota,1950
ptu,0.14,Rhode Island,1944
pty,0.73,North Dakota,1971
pua,0.61,Tennessee,1922
pub,0.09,Nevada,1922
pud,0.18,Mississippi,1970
pue,0.0,New Jersey,2021
pul,0.89,Wyoming,1954
pus,0.25,Minnesota,1969
put,0.17,Delaware,1912
puu,0.47,South Dakota,1905
puw,0.9,Vermont,1940
pvb,0.8,Minnesota,2019
pvf,0.32,Florida,2013
pvi,0.15,Nebraska,1979
pvm,0.88,Florida,1969
pvn,0.79,New Hampshire,2004
pvo,0.31,Michigan,1984
pvq,0.38,Nevada,1921
pvt,0.29,North Dakota,1975
pvu,0.45,Georgia,2005
pvw,0.84,Colorado,2022
pvx,0.3,Rhode Island,2004
pvy,0.7,Maryland,2015
pvz,0.1,Missouri,1913
pwa,0.78,Vermont,1984
pwe,0.53,Utah,1995
pws,0.0,New Hampshire,2000
pwt,0.42,Alaska,1993
pxa,0.79,New Jersey,1987
pxb,0.68,Utah,2015
pxe,0.94,Iowa,2005
pxh,0.51,Maryland,1965
pxk,0.93,California,1937
pxm,0.54,Arkansas,2003
pxn,0.45,Colorado,1999
pxo,0.09,Indiana,1933
pxs,1.0,Washington,2019
pxw,0.81,Oregon,1979
pxy,0.13,Louisiana,1944
pya,0.0,California,1931
pyd,0.71,New Mexico,1983
pye,0.58,Massachusetts,1952
pyf,0.73,Missouri,2009
pyg,0.54,Idaho,1951
pyp,0.73,Alabama,1973
pyr,0.85,Idaho,2018
pyu,0.93,Wyoming,1946
pyx,0.19,Alabama,1989
pyz,1.0,Nevada,2009
pzd,0.49,Illinois,1906
pzf,0.35,Alaska,1944
pzg,0.87,Ohio,1945
pzi,0.13,Rhode Island,1970
pzn,0.15,Iowa,1917
pzp,0.64,Louisiana,1948
pzq,0.44,Ohio,1918
pzs,0.52,Nebraska,1994
pzw,0.03,New Jersey,1955
qaa,0.18,Alaska,1954
qab,0.53,Oklahoma,1966
qac,0.27,Alabama,1976
qag,0.04,Louisiana,1937
qaj,0.23,Louisiana,1957
qak,0.53,Alabama,1984
qam,0.92,Washington,1950
qan,0.74,Alabama,1991
qap,0.24,New Mexico,1914
qat,0.96,Texas,1993
qav,0.97,Nebraska,1975
qay,0.68,Louisiana,1907
qaz,0.83,Minnesota,1921
qbf,0.09,Arkansas,1979
qbj,0.86,Idaho,2023
qbk,0.39,New Jersey,1967
qbl,0.7,Oregon,1924
qbo,0.6,Nebraska,1979
qbq,0.75,New Hampshire,1930
qbz,0.92,Missouri,2019
qcc,0.69,South Dakota,1970
qce,0.96,Connecticut,2023
qch,0.43,North Carolina,1932
qci,0.09,New Mexico,1964
qcj,0.23,Iowa,2006
qck,0.25,Massachusetts,1986
qcl,0.77,Connecticut,2008
qcn,0.89,New York,1977
qco,0.82,North Dakota,1971
qcp,0.54,Rhode Island,1934
qcu,0.81,Maine,2001
qcv,0.31,Delaware,2019
qcz,0.16,Michigan,1915
qda,0.96,Wyoming,1940
qde,0.26,California,1939
qdf,0.39,Kentucky,1956
qdj,0.48,Indiana,2006
qdk,0.38,Alaska,1912
qdm,0.72,Alabama,1946
qdq,0.11,California,1931
qds,0.72,Illinois,1947
qdu,0.11,Kansas,2007
qdx,0.75,Nevada,1937
qdz,0.83,Washington,2010
qeb,0.47,California,1912
qeg,0.1,Montana,1979
qei,0.27,Kentucky,2015
qej,0.17,Indiana,1997
qel,0.69,Michigan,1923
qen,0.29,Georgia,1999
qeq,0.78,Tennessee,1925
qes,0.3,Alaska,1971
qet,0.06,Michigan,1907
qeu,0.15,New York,1972
qev,0.34,Utah,1995
qex,0.04,Iowa,1960
qey,0.56,California,2002
qez,0.37,Virginia,1971
qfb,0.77,Wisconsin,1990
qfh,0.81,New Jersey,1963
qfl,0.22,New York,1922
qfm,0.81,South Carolina,1997
qfn,0.18,Nebraska,1918
qfr,0.04,New Jersey,1923
qft,0.1,Ohio,1975
qfu,0.01,Tennessee,2000
qfv,0.03,Minnesota,2015
qfz,0.51,Nevada,1933
qga,0.6,Oregon,1963
qge,0.15,West Virginia,1934
qgg,0.93,Mississippi,1941
qgi,0.63,Arkansas,2010
qgj,0.19,Kentucky,2011
qgn,0.84,North Carolina,1919
qgp,0.84,Nebraska,1962
qgv,0.83,Delaware,1965
qgw,0.41,Kansas,1954
qhb,0.51,New Mexico,1911
qhi,0.49,Minnesota,1927
qhk,0.57,Utah,1915
qhl,0.63,New Mexico,1983
qho,1.0,Wisconsin,1929
qhu,0.83,Massachusetts,2006
qhw,0.63,Wyoming,1924
qhx,0.01,Alaska,1928
qia,0.04,California,1947
qib,0.9,Idaho,2020
qid,0.41,Nevada,1925
qig,0.25,Vermont,2017
qih,0.88,Rhode Island,1958
qiq,0.76,North Dakota,1913
qis,0.51,Alaska,1916
qit,0.5,North Dakota,1944
qjb,0.01,Wisconsin,1915
qjc,0.33,Ohio,1953
qjg,0.86,Connecticut,1961
qji,0.85,Arizona,1920
qjp,0.56,Alaska,1964
qju,0.46,Kansas,2018
qjw,0.65,Massachusetts,1921
qjy,0.54,Louisiana,1961
qjz,0.75,Utah,1991
qkb,0.88,Montana,2006
qke,0.97,Alabama,1990
qkl,0.2,Oklahoma,1951
qkn,0.9,Michigan,1916
qku,0.76,New Mexico,2012
qky,0.41,Louisiana,1938
qkz,0.44,Idaho,2019
qlf,0.95,Arkansas,1900
qlg,0.94,Connecticut,2007
qli,0.73,North Dakota,1986
qll,0.9,Arkansas,1983
qlu,0.21,Delaware,1937
qlw,0.06,California,1975
qly,0.67,South Dakota,1961
qma,0.62,Minnesota,1979
qmd,0.47,Kansas,1964
qme,0.12,Maine,1933
qmh,0.36,Texas,1957
qmk,0.82,Connecticut,1945
qmn,0.26,Mississippi,1915
qmq,0.74,Idaho,1989
qms,0.46,Kentucky,1979
qmt,0.54,Washington,1921
qmu,0.73,Florida,1931
qnc,0.73,Oregon,2020
qne,0.85,Wisconsin,1909
qni,0.63,Hawaii,1971
qnl,0.9,Washington,1945
qnm,0.76,Oregon,1941
qnn,0.13,Kansas,2003
qnp,0.5,Minnesota,1998
qnv,0.55,North Carolina,2014
qnx,0.69,New Jersey,1936
qny,0.01,Oregon,1911
qnz,0.53,Maryland,1908
qoa,0.43,Virginia,1949
qob,0.68,New Jersey,1903
qoe,0.43,Mississippi,2004
qoj,0.02,California,1906
qok,0.99,South Dakota,1932
qol,0.79,Illinois,1935
qon,0.93,Nevada,1957
qou,0.07,Louisiana,1914
qox,0.09,Florida,1965
qpb,0.93,Nevada,1993
qpd,0.46,California,1962
qpg,0.88,Minnesota,1917
qpo,0.23,Tennessee,1962
qpp,0.75,Indiana,1953
qpq,0.05,Virginia,1994
qpr,0.95,Hawaii,1989
qpx,0.6,Maryland,1915
qpz,0.45,Louisiana,1930
qqa,0.57,North Dakota,1994
qqe,0.55,Indiana,1962
qqf,0.33,New Hampshire,1968
qqg,0.69,Montana,1962
qqj,0.68,Missouri,1995
qqn,0.75,Alabama,1948
qqq,0.57,Vermont,2013
qqs,0.15,New Jersey,1932
qqt,0.32,Illinois,1931
qqu,0.78,Pennsylvania,1918
qrb,0.32,Florida,1914
qrc,0.51,Maryland,1918
qrd,0.77,Nevada,2018
qre,0.05,Delaware,1985
qrf,0.31,Illinois,1941
qro,0.87,Maine,1985
qrp,0.7,Alaska,2006
qrq,0.17,Iowa,1981
qru,0.62,South Dakota,1928
qrx,0.44,Nebraska,1934
qry,0.96,Louisiana,1917
qsc,0.92,Tennessee,1997
qsd,0.82,Oklahoma,1980
qsf,0.21,New York,2021
qsg,0.66,California,1971
qsh,0.9,Rhode Island,1900
qsm,0.13,Pennsylvania,1967
qsq,0.03,Nevada,1946
qsr,0.6,Utah,1945
qss,0.47,Oklahoma,1991
qsv,0.48,Mississippi,1921
qsw,0.01,Washington,1927
qsy,0.64,Ohio,1930
qsz,0.64,Louisiana,2002
qta,0.76,Georgia,1941
qtc,0.07,South Dakota,1947
qtg,0.42,Idaho,1931
qti,0.08,New Jersey,1912
qtm,0.89,Nevada,2014
qtr,0.32,Illinois,1993
qtt,0.02,New Jersey,2003
qtw,0.13,Wyoming,2020
quc,0.86,New Jersey,1926
que,0.87,Oklahoma,1997
qug,0.49,North Carolina,2017
qul,0.15,Illinois,2022
qum,0.18,Nevada,1922
qup,0.85,Illinois,2012
quu,0.28,Oregon,1918
qva,0.47,Utah,1915
qvb,0.45,Delaware,1976
qvh,0.94,Louisiana,1999
qvs,1.0,Maryland,1983
qvt,0.41,Utah,2000
qvu,0.43,Arkansas,1932
qvw,0.09,Arkansas,2022
qvy,0.43,Arizona,1936
qwc,0.64,Michigan,1941
qwd,0.6,Nebraska,2005
qwe,0.0,Virginia,1972
qwl,0.71,North Carolina,1954
qwq,0.69,West Virginia,1988
qwv,0.38,Arizona,1920
qxg,0.46,Alaska,2014
qxk,0.21,Virginia,1997
qxm,0.8,Michigan,1970
qxn,0.09,Washington,1917
qxt,0.71,Texas,1935
qxw,0.15,Virginia,1906
qyb,0.25,Alaska,1900
qyj,0.41,Washington,1959
qym,0.51,Kansas,1950
qyo,0.91,Vermont,1980
qyu,0.55,California,1900
qyv,0.68,Michigan,1931
qyy,0.63,Massachusetts,1949
qyz,0.32,Hawaii,1965
qzg,0.13,South Carolina,2019
qzl,0.5,Florida,2007
qzo,0.7,Indiana,1969
qzq,0.18,Delaware,2006
qzr,0.91,Oklahoma,1928
qzv,0.73,Oklahoma,1947
qzw,0.68,New York,2011
qzx,0.62,Montana,2015
qzy,0.0,New Jersey,1999
qzz,0.43,Connecticut,1975
rag,0.58,Illinois,1962
rak,0.57,Arkansas,1968
ral,0.57,Nebraska,1939
ram,0.28,Michigan,1937
rap,0.9,Utah,2009
raq,0.71,New Hampshire,1901
rar,0.79,Maryland,1907
raw,0.06,Colorado,1909
rbd,0.98,Oklahoma,2004
rbf,0.51,Missouri,1984
rbg,0.62,Virginia,1931
rbi,0.85,Louisiana,1967
rbj,0.79,South Dakota,1931
rbk,0.05,Oklahoma,1999
rbn,0.23,North Dakota,1978
rbo,0.35,Wisconsin,1931
rbq,0.26,Nevada,1907
rbr,0.57,Utah,1986
rbw,0.65,Arkansas,1962
rcd,0.28,Nevada,1961
rci,0.01,South Dakota,2012
rcl,0.85,Utah,2008
rcm,0.81,North Dakota,2004
rcn,0.56,Kentucky,1922
rcq,0.5,Idaho,1933
rcr,0.98,Arizona,1908
rcs,0.08,Oregon,2011
rcv,0.68,California,1915
rcx,0.32,Kentucky,1918
rde,0.59,Illinois,1939
rdi,0.65,Illinois,1947
rdl,0.44,Indiana,1916
rdo,0.88,Kansas,2012
rdp,0.79,Arkansas,1998
rds,0.35,New Hampshire,1979
rdu,0.26,Minnesota,1962
rdw,0.56,Oregon,1933
rea,0.19,South Carolina,1980
ree,0.17,Minnesota,1917
reg,0.46,Pennsylvania,1993
reh,0.95,Utah,1972
rem,0.08,North Carolina,1911
reu,0.73,Texas,2004
rex,0.92,New York,1994
rey,0.7,Arizona,1918
rfe,0.04,Utah,1953
rff,0.81,Indiana,1908
rfi,0.96,California,2022
rfj,0.17,California,1944
rfl,0.6,Oklahoma,1976
rfm,0.12,Iowa,1994
rfo,0.35,Nebraska,1946
rfv,0.52,Arkansas,1913
rfy,0.96,Wisconsin,1920
rgd,0.62,Michigan,1958
rge,0.68,Nebraska,1994
rgf,0.05,Idaho,1917
rgi,0.15,Missouri,1970
rgj,0.49,Utah,2012
rgl,0.83,South Carolina,1936
rgn,0.06,Michigan,1985
rgt,0.28,New Hampshire,1991
rgu,0.59,Arkansas,2014
rgx,0.28,North Carolina,1905
rgz,0.05,New York,1959
rhe,0.38,Rhode Island,1922
rhi,0.71,Alaska,1904
rhl,0.72,New Mexico,1939
rho,0.41,Kansas,1998
rhp,0.97,Connecticut,2017
rhq,0.6,Pennsylvania,1920
rhu,0.47,Utah,2016
ric,0.34,Arizona,2018
rie,1.0,South Carolina,1970
rii,0.73,West Virginia,2022
rim,0.76,North Carolina,1913
rin,0.48,Mississippi,1902
rio,0.54,Maryland,1988
rix,0.63,Nebraska,1943
rja,0.7,New Hampshire,1967
rjd,0.99,Vermont,1959
rjl,0.12,New York,1953
rjn,0.71,Alabama,2020
rjo,0.56,Nebraska,1972
rjr,0.49,New York,1974
rjt,0.76,California,1927
rjv,0.67,Alabama,1931
rjw,0.1,Vermont,1964
rjy,0.21,Wyoming,1917
rjz,0.11,South Carolina,1925
rka,0.56,Oklahoma,1925
rkb,0.24,Maryland,2007
rkc,0.28,Texas,2015
rkd,0.94,Alaska,2002
rkh,0.43,Vermont,1934
rkj,0.12,Pennsylvania,2020
rkl,0.65,Idaho,1954
rks,0.27,New Jersey,1955
rku,0.98,Mississippi,1931
rkw,0.97,Connecticut,1940
rkx,0.07,Rhode Island,2004
rlc,0.52,Hawaii,1928
rle,0.9,Maryland,1938
rlj,0.65,Maine,2002
rlm,0.24,New Mexico,1907
rlo,0.12,Washington,2005
rlu,0.04,Illinois,2000
rlx,0.45,Wisconsin,1945
rly,0.86,Alabama,1913
rma,0.6,Alabama,1937
rmn,0.62,Mississippi,1965
rmp,0.84,Arizona,2010
rmr,0.37,Indiana,1914
rms,0.88,New York,1958
rmt,0.9,Florida,1921
rmw,0.7,Minnesota,1998
rmz,0.32,California,1938
rne,0.62,New Hampshire,1964
rnl,0.22,Delaware,1910
rnm,0.9,Wyoming,1964
rnn,0.76,Iowa,1975
rno,0.78,Nebraska,1993
rnp,0.31,Kansas,1937
rns,0.74,New Jersey,1961
rny,0.27,South Carolina,1902
roi,0.38,Missouri,1968
roj,0.28,Montana,2013
rom,0.62,Rhode Island,1970
ros,0.4,Wyoming,1983
rou,0.9,Nevada,1928
rov,0.19,Hawaii,1989
roy,0.32,New Hampshire,2019
rpf,0.37,Kentucky,1930
rph,0.58,Rhode Island,1907
rpj,0.93,Connecticut,1930
rps,0.29,Mississippi,1959
rpt,0.73,Indiana,1940
rpy,0.14,Pennsylvania,1908
rqj,0.76,Vermont,1939
rqk,0.28,Michigan,1913
rqm,0.0,Washington,1969
rqo,0.58,Florida,1939
rqq,0.19,Virginia,1940
rqr,0.36,South Carolina,1994
rqs,0.02,New Hampshire,1959
rqu,0.73,Kentucky,1981
rqy,0.96,South Carolina,1954
rrb,0.31,Connecticut,1916
rrd,0.22,Maine,1996
rre,0.14,Louisiana,1951
rrl,0.31,Georgia,1908
rrp,0.01,Indiana,1935
rrq,0.78,Texas,1936
rru,0.54,Arkansas,2015
