Letter,Number,Color
cfd,91,Brown
cfe,0,Brown
cff,41,Green
cfg,55,Turquoise
cfh,3,Purple
cfi,17,Red
cfj,30,Orange
cfk,55,Pink
cfl,65,Lavender
cfm,60,Green
cfn,84,Cyan
cfo,43,Blue
cfp,63,Black
cfq,73,Cyan
cfr,78,Blue
cfs,64,Orange
cft,48,Green
cfu,82,White
cfv,15,Pink
cfw,47,Green
cfx,29,Yellow
cfy,83,Pink
cfz,83,White
cga,13,Pink
cgb,38,Cyan
cgc,94,Pink
cgd,67,Turquoise
cge,3,Yellow
cgf,97,Purple
cgg,52,Turquoise
cgh,1,Blue
cgi,36,Lavender
cgj,64,Pink
cgk,65,Green
cgl,90,Turquoise
cgm,44,Gray
cgn,16,Gray
cgo,17,Red
cgp,32,Gray
cgq,90,Purple
cgr,14,Gray
cgs,42,Purple
cgt,22,Turquoise
cgu,70,Gray
cgv,10,Red
cgw,6,Black
cgx,29,Green
cgy,87,Turquoise
cgz,45,Turquoise
cha,30,Black
chb,55,Purple
chc,38,Pink
chd,38,Lavender
che,97,Purple
chf,26,Lavender
chg,9,White
chh,17,Lavender
chi,52,Red
chj,2,Turquoise
chk,35,White
chl,43,Magenta
chm,32,Black
chn,4,White
cho,35,Orange
chp,82,Brown
chq,42,White
chr,2,Turquoise
chs,11,Brown
cht,56,Magenta
chu,50,Purple
chv,85,Magenta
chw,56,Brown
chx,43,Gray
chy,81,Purple
chz,6,Green
cia,44,Turquoise
cib,5,Yellow
cic,35,Orange
cid,35,Purple
cie,17,Brown
cif,78,Green
cig,87,White
cih,90,Orange
cii,87,Red
cij,93,Cyan
cik,58,Pink
cil,32,Green
cim,65,White
cin,60,White
cio,49,Brown
cip,43,Cyan
ciq,26,Magenta
cir,45,Orange
cis,3,Brown
cit,76,Brown
ciu,88,Black
civ,10,Purple
ciw,39,Orange
cix,28,Blue
ciy,43,Cyan
ciz,100,Green
cja,83,Magenta
cjb,0,Brown
cjc,47,Brown
cjd,45,Cyan
cje,1,Yellow
cjf,78,Green
cjg,31,Pink
cjh,36,Orange
cji,37,Black
cjj,5,Gray
cjk,86,Black
cjl,86,Black
cjm,22,Black
cjn,1,Green
cjo,62,Brown
cjp,47,Lavender
cjq,7,Green
cjr,42,Brown
cjs,39,Pink
cjt,96,Red
cju,87,Yellow
cjv,92,Yellow
cjw,42,Yellow
cjx,42,Blue
cjy,34,Green
cjz,29,Yellow
cka,90,Black
ckb,27,Green
ckc,60,Cyan
ckd,55,Lavender
cke,19,Lavender
ckf,11,Black
ckg,8,Yellow
ckh,28,Green
cki,34,Brown
ckj,68,Purple
ckk,40,White
ckl,13,Brown
ckm,92,Lavender
ckn,53,Magenta
cko,67,Blue
ckp,77,Black
ckq,17,Yellow
ckr,31,Pink
cks,5,Blue
ckt,85,Blue
cku,32,Yellow
ckv,91,Magenta
ckw,96,Pink
ckx,62,Brown
cky,31,Brown
ckz,83,Green
cla,89,Gray
clb,16,Gray
clc,79,Blue
cld,28,Red
cle,1,Pink
clf,70,Orange
clg,51,Magenta
clh,37,Red
cli,38,Turquoise
clj,42,White
clk,43,Red
cll,73,Blue
clm,40,Purple
cln,61,Red
clo,99,Yellow
clp,29,Blue
clq,19,Black
clr,19,Magenta
cls,37,Yellow
clt,96,Cyan
clu,23,Magenta
clv,29,Red
clw,97,Turquoise
clx,13,Black
cly,57,Red
clz,66,Brown
cma,12,Gray
cmb,71,Orange
cmc,85,Gray
cmd,64,Orange
cme,59,Pink
cmf,15,Turquoise
cmg,70,Brown
cmh,56,Brown
cmi,3,Turquoise
cmj,11,Magenta
cmk,2,Black
cml,89,Green
cmm,65,White
cmn,26,Orange
cmo,64,Turquoise
cmp,39,Black
cmq,55,Yellow
cmr,42,Red
cms,67,Brown
cmt,59,Black
cmu,51,White
cmv,14,Orange
cmw,55,Yellow
cmx,57,Gray
cmy,86,Orange
cmz,75,Green
cna,70,Magenta
cnb,13,Brown
cnc,95,Yellow
cnd,17,White
cne,33,Gray
cnf,95,Magenta
cng,36,Blue
cnh,27,Cyan
cni,92,Cyan
cnj,8,Green
cnk,0,Green
cnl,59,Black
cnm,20,Yellow
cnn,34,Pink
cno,1,Yellow
cnp,50,White
cnq,24,Purple
cnr,13,Turquoise
cns,81,Yellow
cnt,23,Gray
cnu,67,Lavender
cnv,80,Magenta
cnw,71,Lavender
cnx,7,White
cny,88,Lavender
cnz,47,Turquoise
coa,18,Purple
cob,65,Black
coc,44,Brown
cod,50,Orange
coe,42,Magenta
cof,0,Yellow
cog,10,Magenta
coh,59,Turquoise
coi,70,Turquoise
coj,9,Purple
cok,13,Orange
col,53,White
com,63,Purple
con,13,Red
coo,35,Turquoise
cop,69,Black
coq,12,Orange
cor,42,Yellow
cos,19,Pink
cot,36,Magenta
cou,20,Pink
cov,83,Cyan
cow,23,Turquoise
cox,58,Black
coy,91,Cyan
coz,93,Lavender
cpa,76,Gray
cpb,62,Black
cpc,24,Cyan
cpd,47,Pink
cpe,60,Pink
cpf,91,Pink
cpg,81,Brown
cph,20,Red
cpi,0,Blue
cpj,30,White
cpk,30,Blue
cpl,38,Pink
cpm,98,Green
cpn,70,Magenta
cpo,100,Gray
cpp,75,Magenta
cpq,16,Lavender
cpr,73,Blue
cps,29,Red
cpt,95,Pink
cpu,45,Purple
cpv,17,Pink
cpw,48,Pink
cpx,94,Brown
cpy,10,Green
cpz,36,Black
cqa,17,Brown
cqb,30,Cyan
cqc,55,White
cqd,28,Turquoise
cqe,95,Orange
cqf,54,Black
cqg,92,Cyan
cqh,90,Red
cqi,83,Gray
cqj,16,Orange
cqk,15,Magenta
cql,8,Black
cqm,16,White
cqn,78,Yellow
cqo,88,Cyan
cqp,41,Blue
cqq,15,Orange
cqr,6,Brown
cqs,80,Lavender
cqt,93,Blue
cqu,79,Black
cqv,11,Purple
cqw,12,Yellow
cqx,48,Turquoise
cqy,1,Cyan
cqz,84,Turquoise
cra,71,Cyan
crb,87,Red
crc,48,Magenta
crd,100,Black
cre,69,Orange
crf,88,Magenta
crg,68,Pink
crh,39,Pink
cri,82,Black
crj,52,Green
crk,47,Pink
crl,20,Pink
crm,69,Turquoise
crn,6,Brown
cro,37,Red
crp,30,Turquoise
crq,92,Lavender
crr,75,Brown
crs,19,Orange
crt,43,Purple
cru,64,Cyan
crv,13,Magenta
crw,43,White
crx,82,Yellow
cry,41,Brown
crz,95,Turquoise
csa,97,Yellow
csb,100,Magenta
csc,79,Pink
csd,47,Lavender
cse,81,Black
csf,52,Yellow
csg,13,Black
csh,16,Pink
csi,58,Pink
csj,69,Yellow
csk,48,White
csl,35,Red
csm,24,Yellow
csn,50,Brown
cso,63,Brown
csp,58,Gray
csq,7,Yellow
csr,7,Black
css,33,Turquoise
cst,55,White
csu,66,Red
csv,68,White
csw,83,Green
csx,14,White
csy,59,Lavender
csz,18,Green
cta,69,Cyan
ctb,62,Gray
ctc,72,Pink
ctd,50,Purple
cte,50,Turquoise
ctf,19,Purple
ctg,7,Red
cth,46,Purple
cti,100,Magenta
ctj,45,Blue
ctk,32,Pink
ctl,58,Yellow
ctm,43,Black
ctn,20,Yellow
cto,3,Black
ctp,46,Purple
ctq,93,Brown
ctr,64,Cyan
cts,52,Lavender
ctt,28,White
ctu,3,Green
ctv,14,Pink
ctw,38,Lavender
ctx,25,Blue
cty,91,Blue
ctz,92,White
cua,18,Turquoise
cub,16,White
cuc,13,Green
cud,87,Green
cue,70,White
cuf,34,Magenta
cug,26,Orange
cuh,74,Blue
cui,63,Lavender
cuj,54,Orange
cuk,73,Orange
cul,47,Turquoise
cum,25,Purple
cun,3,Purple
cuo,7,Cyan
cup,50,Pink
cuq,43,Turquoise
cur,26,Turquoise
cus,25,Magenta
cut,60,Gray
cuu,5,Purple
cuv,18,Brown
cuw,64,Green
cux,9,Cyan
cuy,25,Lavender
cuz,89,Pink
cva,32,Gray
cvb,13,Blue
cvc,12,Pink
cvd,67,Yellow
cve,40,Black
cvf,51,Gray
cvg,34,Purple
cvh,94,Orange
cvi,91,White
cvj,87,Cyan
cvk,63,Purple
cvl,66,Cyan
cvm,11,Blue
cvn,50,Magenta
cvo,7,Green
cvp,99,Purple
cvq,38,Orange
cvr,75,Lavender
cvs,3,Pink
cvt,24,Black
cvu,76,Blue
cvv,36,Brown
cvw,11,Turquoise
cvx,78,Blue
cvy,70,Cyan
cvz,27,Green
cwa,7,White
cwb,100,Lavender
cwc,36,Green
cwd,84,Brown
cwe,31,White
cwf,67,Brown
cwg,50,Turquoise
cwh,8,Lavender
cwi,2,Orange
cwj,91,Lavender
cwk,91,Purple
cwl,66,Blue
cwm,88,Turquoise
cwn,19,Black
cwo,1,Cyan
cwp,44,Lavender
cwq,57,Pink
cwr,49,Purple
cws,54,Purple
cwt,73,Green
cwu,15,Yellow
cwv,14,Turquoise
cww,80,Yellow
cwx,19,Turquoise
cwy,1,Magenta
cwz,94,Turquoise
cxa,50,Yellow
cxb,9,Orange
cxc,41,Pink
cxd,49,Blue
cxe,92,Black
cxf,74,Cyan
cxg,6,Pink
cxh,87,Yellow
cxi,36,Lavender
cxj,59,Blue
cxk,33,Purple
cxl,88,Green
cxm,21,Pink
cxn,60,Gray
cxo,38,Purple
cxp,79,White
cxq,53,Lavender
cxr,93,Lavender
cxs,70,White
cxt,44,Green
cxu,43,Red
cxv,68,Blue
cxw,59,Purple
cxx,19,Lavender
cxy,93,Gray
cxz,1,Lavender
cya,73,Cyan
cyb,85,Cyan
cyc,51,Green
cyd,62,Yellow
cye,59,Orange
cyf,64,Green
cyg,63,Gray
cyh,87,Black
cyi,79,Green
cyj,8,Brown
cyk,2,Purple
cyl,81,White
cym,11,Brown
cyn,12,Gray
cyo,75,Magenta
cyp,42,Blue
cyq,39,Blue
cyr,17,Yellow
cys,2,Brown
cyt,80,Purple
cyu,25,Red
cyv,66,Orange
cyw,18,Black
cyx,70,Purple
cyy,13,Red
cyz,100,Green
cza,99,Yellow
czb,12,Cyan
czc,93,Purple
czd,75,Lavender
cze,75,Red
czf,47,Gray
czg,81,Gray
czh,69,Brown
czi,94,Pink
czj,68,Yellow
czk,86,Red
czl,73,Lavender
czm,34,Yellow
czn,18,White
czo,4,Blue
czp,21,Purple
czq,77,Orange
czr,75,Black
czs,47,Orange
czt,55,Black
czu,70,Lavender
czv,33,Red
czw,81,White
czx,79,Blue
czy,87,Turquoise
czz,94,Blue
daa,89,Orange
dab,9,Turquoise
dac,1,Green
dad,26,Gray
dae,11,Purple
daf,32,Yellow
dag,19,Cyan
dah,6,White
dai,54,Lavender
daj,62,Magenta
dak,17,Yellow
dal,74,Turquoise
dam,38,Purple
dan,28,Black
dao,89,Red
dap,14,Blue
daq,87,Brown
dar,71,Brown
das,18,Cyan
dat,5,Orange
dau,74,Blue
dav,32,Purple
daw,93,Yellow
dax,91,Blue
day,17,Black
daz,17,Pink
dba,11,Pink
dbb,70,Orange
dbc,52,Lavender
dbd,90,Purple
dbe,22,Lavender
dbf,34,Purple
dbg,16,Gray
dbh,48,Purple
dbi,7,White
dbj,49,Red
dbk,58,Gray
dbl,47,Magenta
dbm,29,White
dbn,70,Gray
dbo,14,Pink
dbp,62,Magenta
dbq,42,Purple
dbr,78,Purple
dbs,16,Green
dbt,44,Magenta
dbu,71,Orange
dbv,13,Cyan
dbw,71,Orange
dbx,4,Pink
dby,66,Pink
dbz,31,Black
dca,54,Brown
dcb,89,Turquoise
dcc,70,Cyan
dcd,24,Yellow
dce,57,Green
dcf,8,Blue
dcg,24,Turquoise
dch,87,Green
dci,49,White
dcj,11,Brown
dck,43,Purple
dcl,31,Gray
dcm,64,Magenta
dcn,87,Pink
dco,19,Brown
dcp,96,Yellow
dcq,71,Yellow
dcr,74,Yellow
dcs,25,Green
dct,8,Green
dcu,55,Lavender
dcv,87,White
dcw,100,Green
dcx,73,Pink
dcy,46,Black
dcz,60,Red
dda,12,Lavender
ddb,43,Green
ddc,89,Cyan
ddd,36,Black
dde,52,Magenta
ddf,88,Orange
ddg,13,Orange
ddh,84,Blue
ddi,31,Blue
ddj,62,Lavender
ddk,95,Green
ddl,64,Lavender
ddm,32,Turquoise
ddn,33,Gray
ddo,70,Magenta
ddp,84,Lavender
ddq,77,Yellow
ddr,19,Gray
dds,76,Blue
ddt,21,Brown
ddu,92,Lavender
ddv,30,Black
ddw,71,Black
ddx,56,Yellow
ddy,73,Green
ddz,7,Blue
dea,94,White
deb,66,Green
dec,44,White
ded,43,Gray
dee,76,Cyan
def,44,Magenta
deg,96,Pink
deh,23,Gray
dei,34,Lavender
dej,71,Lavender
dek,19,Pink
del,46,Brown
dem,4,Brown
den,100,Turquoise
deo,74,Gray
dep,18,Purple
deq,63,Pink
der,90,Red
des,42,Turquoise
det,56,Purple
deu,31,Green
dev,72,Pink
dew,67,Red
dex,94,Yellow
dey,14,White
dez,90,White
dfa,95,Pink
dfb,94,Gray
dfc,84,Yellow
dfd,67,Brown
dfe,30,Magenta
dff,17,Black
dfg,7,Yellow
dfh,71,Turquoise
dfi,58,Gray
dfj,33,White
dfk,37,Orange
dfl,45,Black
dfm,1,Gray
dfn,22,Purple
dfo,45,Red
dfp,3,Black
dfq,29,Green
dfr,4,Orange
dfs,23,Lavender
dft,1,Turquoise
dfu,3,Blue
dfv,6,Orange
dfw,59,Lavender
dfx,98,Cyan
dfy,48,Green
dfz,42,Orange
dga,19,Gray
dgb,75,Pink
dgc,79,Cyan
dgd,19,Red
dge,8,Turquoise
dgf,39,Yellow
dgg,86,Blue
dgh,7,Blue
dgi,11,Black
dgj,13,Brown
dgk,94,Yellow
dgl,81,Brown
dgm,94,Black
dgn,59,Yellow
dgo,55,Pink
dgp,53,Green
dgq,95,Orange
dgr,1,Red
dgs,52,Brown
dgt,48,Brown
dgu,11,Magenta
dgv,33,Magenta
dgw,65,Gray
dgx,22,Gray
dgy,84,Yellow
dgz,65,Brown
dha,40,Purple
dhb,81,Yellow
dhc,58,Pink
dhd,7,Brown
dhe,25,Magenta
dhf,8,Black
dhg,69,Black
dhh,82,Pink
dhi,25,Lavender
dhj,58,Purple
dhk,6,Black
dhl,89,Yellow
dhm,5,Lavender
dhn,89,Green
dho,45,Red
dhp,88,Black
dhq,77,Lavender
dhr,8,Black
dhs,7,Cyan
dht,29,Orange
dhu,51,Pink
dhv,50,Gray
dhw,68,Lavender
dhx,41,Magenta
dhy,45,Brown
dhz,74,Lavender
dia,25,Orange
dib,36,Turquoise
dic,40,Gray
did,5,Blue
die,5,Cyan
dif,1,Pink
dig,14,Yellow
dih,70,Pink
dii,76,Pink
dij,35,Blue
dik,12,Green
dil,49,Gray
dim,50,Yellow
din,2,Purple
dio,31,Purple
dip,25,Purple
diq,74,Cyan
dir,17,Purple
dis,27,Blue
dit,14,Purple
diu,61,Blue
div,72,White
diw,94,Brown
dix,20,Gray
diy,0,Pink
diz,27,Pink
dja,19,Pink
djb,44,Turquoise
djc,56,Turquoise
djd,53,Cyan
dje,44,Yellow
djf,62,Red
djg,31,Magenta
djh,6,Brown
dji,64,Gray
djj,48,Red
djk,24,Orange
djl,27,Magenta
djm,2,Blue
djn,18,White
djo,72,Black
djp,49,Lavender
djq,82,Lavender
djr,64,Orange
djs,7,Brown
djt,22,Red
dju,79,Purple
djv,32,Purple
djw,7,Lavender
djx,0,Brown
djy,45,Red
djz,100,Green
dka,81,Gray
dkb,37,Orange
dkc,69,Purple
dkd,40,Green
dke,35,Yellow
dkf,63,Turquoise
dkg,64,Turquoise
dkh,89,Purple
dki,83,Green
dkj,53,Purple
dkk,10,Orange
dkl,96,Green
dkm,74,Lavender
dkn,6,Purple
dko,28,Purple
dkp,25,Cyan
dkq,2,Orange
dkr,3,Red
dks,71,Pink
dkt,32,Gray
dku,50,Orange
dkv,89,Green
dkw,47,Magenta
dkx,84,Blue
dky,34,Cyan
dkz,95,Yellow
dla,50,Black
dlb,53,Lavender
dlc,32,Pink
dld,3,Purple
dle,35,Magenta
dlf,17,Black
dlg,53,Blue
dlh,58,Green
dli,97,White
dlj,68,White
dlk,16,Green
dll,17,Green
dlm,17,Red
dln,76,Red
dlo,23,Orange
dlp,51,Purple
dlq,58,Green
dlr,40,Lavender
dls,100,Purple
dlt,63,Orange
dlu,59,Pink
dlv,0,Orange
dlw,22,Red
dlx,62,Magenta
dly,40,Blue
dlz,27,White
dma,100,Gray
dmb,63,White
dmc,48,Yellow
dmd,14,Purple
dme,84,Black
dmf,93,Blue
dmg,71,Pink
dmh,17,Lavender
dmi,69,Brown
dmj,1,Orange
dmk,15,Turquoise
dml,82,Black
dmm,69,Cyan
dmn,91,Cyan
dmo,37,Turquoise
dmp,49,Blue
dmq,50,Brown
dmr,3,Yellow
dms,76,Yellow
dmt,12,Red
dmu,49,Red
dmv,76,Blue
dmw,46,Lavender
dmx,70,Cyan
dmy,1,Orange
dmz,42,Yellow
dna,5,Yellow
dnb,81,Turquoise
dnc,8,Yellow
dnd,93,Turquoise
dne,80,Pink
dnf,66,Yellow
dng,87,Brown
dnh,49,Red
dni,62,Purple
dnj,96,Cyan
dnk,63,Orange
dnl,20,Cyan
dnm,62,Red
dnn,94,Green
dno,14,Green
dnp,77,Black
dnq,33,Green
dnr,46,Turquoise
dns,74,Black
dnt,45,Gray
dnu,40,Yellow
dnv,58,Purple
dnw,40,Green
dnx,75,Pink
dny,99,Blue
dnz,63,Cyan
doa,87,Brown
dob,65,Cyan
doc,24,Orange
dod,45,Red
doe,16,White
dof,22,Black
dog,78,Black
doh,34,Gray
doi,50,Green
doj,68,Orange
dok,68,Turquoise
dol,85,Blue
dom,71,Blue
don,99,Green
doo,93,Cyan
dop,86,Black
doq,26,Turquoise
dor,47,Red
dos,88,Purple
dot,94,Brown
dou,27,Magenta
dov,5,Magenta
dow,51,Orange
dox,3,Red
doy,53,Black
doz,94,Yellow
dpa,11,Yellow
dpb,70,Purple
dpc,84,Green
dpd,3,Pink
dpe,38,White
dpf,41,Lavender
dpg,92,Gray
dph,48,Blue
dpi,57,Green
dpj,52,Yellow
dpk,47,Black
dpl,32,Blue
dpm,11,Yellow
dpn,83,Cyan
dpo,97,Blue
dpp,50,Lavender
dpq,51,Gray
dpr,59,Pink
dps,64,Green
dpt,81,Lavender
dpu,99,Blue
dpv,91,Pink
dpw,67,Blue
dpx,12,Lavender
dpy,1,Black
dpz,38,Magenta
dqa,83,Turquoise
dqb,89,Yellow
dqc,29,White
dqd,38,Black
dqe,40,Red
dqf,42,Orange
dqg,70,Red
dqh,34,Green
dqi,49,Pink
dqj,26,Gray
dqk,96,Lavender
dql,45,Red
dqm,50,Brown
dqn,12,Cyan
dqo,82,Brown
dqp,24,Purple
dqq,35,Black
dqr,31,White
dqs,100,Red
dqt,4,Yellow
dqu,58,Gray
dqv,18,Orange
dqw,72,Magenta
dqx,76,Orange
dqy,63,Black
dqz,84,Brown
dra,68,Pink
drb,48,Magenta
drc,95,Red
drd,53,Blue
dre,86,Red
drf,79,Cyan
drg,78,Cyan
drh,2,Purple
dri,84,Yellow
drj,41,White
drk,22,Black
drl,50,Pink
drm,1,Blue
drn,32,Brown
dro,49,Brown
drp,48,Purple
drq,92,Red
drr,8,Gray
drs,56,Orange
drt,91,Green
dru,8,Black
drv,85,Blue
drw,13,Yellow
drx,3,Black
dry,5,Black
drz,6,Red
dsa,18,Red
dsb,76,Yellow
dsc,99,Magenta
dsd,60,Green
dse,37,Yellow
dsf,40,White
dsg,11,Turquoise
dsh,72,Cyan
dsi,58,Brown
dsj,90,Orange
dsk,36,Gray
dsl,3,Magenta
dsm,34,Purple
dsn,21,Magenta
dso,0,Turquoise
dsp,62,Purple
dsq,93,Green
dsr,23,White
dss,26,Purple
dst,93,Pink
dsu,9,Blue
dsv,5,Purple
dsw,96,Brown
dsx,6,Turquoise
dsy,89,Turquoise
dsz,12,Yellow
dta,73,Turquoise
dtb,14,Purple
dtc,78,Cyan
dtd,24,Magenta
dte,25,Gray
dtf,27,Red
dtg,90,Lavender
dth,47,Orange
dti,7,Pink
dtj,71,Red
dtk,3,Turquoise
dtl,84,Orange
dtm,38,Brown
dtn,31,White
dto,15,Lavender
dtp,76,Magenta
dtq,20,Purple
dtr,76,Orange
dts,32,Brown
dtt,4,Orange
dtu,70,Yellow
dtv,49,Yellow
dtw,42,Black
dtx,45,Purple
dty,72,Black
dtz,46,Turquoise
dua,61,Red
dub,81,Red
duc,88,White
dud,72,Yellow
due,22,Cyan
duf,59,Black
dug,53,Brown
duh,95,Turquoise
dui,85,Brown
duj,37,Orange
duk,85,Brown
dul,33,Blue
dum,80,Pink
dun,91,Lavender
duo,42,Yellow
dup,74,Pink
duq,4,Blue
dur,31,White
dus,41,Turquoise
dut,14,Red
duu,100,Brown
duv,69,Brown
duw,78,Purple
dux,3,Lavender
duy,19,Black
duz,33,Magenta
dva,50,Blue
dvb,10,White
dvc,14,Green
dvd,93,Turquoise
dve,74,Black
dvf,32,Brown
dvg,56,Orange
dvh,77,White
dvi,37,Pink
dvj,78,Turquoise
dvk,37,Lavender
dvl,25,Green
dvm,51,Yellow
dvn,12,Blue
dvo,18,Black
dvp,91,Red
dvq,29,Gray
dvr,75,Gray
dvs,85,Black
dvt,1,Gray
dvu,79,Turquoise
dvv,23,Orange
dvw,25,Turquoise
dvx,20,Purple
dvy,80,Green
dvz,43,Gray
dwa,6,Cyan
dwb,7,Purple
dwc,33,Blue
dwd,47,Yellow
dwe,57,Cyan
dwf,90,Lavender
dwg,97,Pink
dwh,37,Yellow
dwi,27,Turquoise
dwj,37,Cyan
dwk,2,Turquoise
dwl,35,Pink
dwm,46,Purple
dwn,49,Brown
dwo,72,Orange
dwp,70,Cyan
dwq,41,White
dwr,73,Orange
dws,29,Magenta
dwt,79,White
dwu,39,Cyan
dwv,89,Magenta
dww,18,Brown
dwx,83,Lavender
dwy,14,Lavender
dwz,55,Blue
dxa,13,Magenta
dxb,36,Pink
dxc,86,Yellow
dxd,91,White
dxe,22,Purple
dxf,37,Pink
dxg,84,Red
dxh,69,Red
dxi,98,Brown
dxj,3,Yellow
dxk,62,Green
dxl,81,Gray
dxm,74,Lavender
dxn,31,Lavender
dxo,62,Turquoise
dxp,10,Magenta
dxq,34,Green
dxr,76,Blue
dxs,53,Turquoise
dxt,57,Blue
dxu,64,Orange
dxv,5,Brown
dxw,13,Yellow
dxx,41,Brown
dxy,40,Cyan
dxz,18,Pink
dya,98,White
dyb,83,Pink
dyc,20,Turquoise
dyd,97,White
dye,93,Gray
dyf,87,Turquoise
dyg,60,Lavender
dyh,11,Black
dyi,54,Yellow
dyj,37,Black
dyk,16,Brown
dyl,95,White
dym,8,Gray
dyn,41,Turquoise
dyo,66,Brown
dyp,22,Purple
dyq,86,Orange
dyr,43,Red
dys,68,Red
dyt,49,Brown
dyu,14,Turquoise
dyv,29,Blue
dyw,10,Orange
dyx,19,Magenta
dyy,0,Gray
dyz,39,Lavender
dza,71,Green
dzb,65,Orange
dzc,96,Lavender
dzd,70,Lavender
dze,19,Blue
dzf,15,Red
dzg,12,Green
dzh,67,Lavender
dzi,90,Green
dzj,7,Magenta
dzk,51,Orange
dzl,32,Blue
dzm,81,Orange
dzn,20,Blue
dzo,43,Red
dzp,10,White
dzq,55,Cyan
dzr,68,Blue
dzs,7,Brown
dzt,75,Turquoise
dzu,15,White
dzv,48,Gray
dzw,3,Magenta
dzx,56,Gray
dzy,14,Turquoise
dzz,58,Green
eaa,71,Brown
eab,27,White
eac,63,Turquoise
ead,79,Yellow
eae,74,White
eaf,44,Magenta
eag,13,Cyan
eah,59,Cyan
eai,43,Gray
eaj,4,Yellow
eak,19,Brown
eal,35,Blue
eam,72,Cyan
ean,18,Black
eao,40,Black
eap,82,Orange
eaq,51,Brown
ear,63,Green
eas,69,Pink
eat,18,Magenta
eau,11,Orange
eav,50,Blue
eaw,72,Gray
eax,28,White
eay,8,Blue
eaz,72,Pink
eba,4,Lavender
ebb,56,Green
ebc,28,Yellow
ebd,66,Yellow
ebe,67,Yellow
ebf,94,Cyan
ebg,24,Black
ebh,82,Purple
ebi,79,Cyan
ebj,40,Gray
ebk,84,Lavender
ebl,9,Red
ebm,59,Brown
ebn,39,White
ebo,41,Lavender
ebp,13,Orange
ebq,38,Black
ebr,69,Purple
ebs,4,Black
ebt,100,Green
ebu,44,Cyan
ebv,10,Green
ebw,8,Cyan
ebx,71,Lavender
eby,86,Purple
ebz,51,Turquoise
eca,57,Yellow
ecb,28,Blue
ecc,29,Orange
ecd,63,Magenta
ece,35,Cyan
ecf,47,Green
ecg,72,Yellow
ech,87,Magenta
eci,13,Yellow
ecj,22,Pink
eck,27,White
ecl,56,Black
ecm,6,Red
ecn,91,Gray
eco,20,Magenta
ecp,37,Yellow
ecq,35,Brown
ecr,4,Yellow
ecs,15,Orange
ect,48,Gray
ecu,23,Green
ecv,10,Green
ecw,37,Black
ecx,15,Black
ecy,57,Black
ecz,68,Magenta
eda,96,White
edb,90,Orange
edc,71,Black
edd,40,Pink
ede,67,Gray
edf,88,Lavender
edg,83,Blue
edh,92,White
edi,27,Red
edj,68,Lavender
edk,91,Green
edl,95,Black
edm,97,Pink
edn,65,Blue
edo,35,Yellow
edp,50,Black
edq,62,Black
edr,70,White
eds,35,Red
edt,13,Orange
edu,75,Blue
edv,45,Lavender
edw,83,Gray
edx,62,Yellow
edy,89,Pink
edz,72,Green
eea,5,Turquoise
eeb,94,White
eec,96,Black
eed,32,Gray
eee,16,Lavender
eef,74,Magenta
eeg,94,Purple
eeh,98,Orange
eei,37,Turquoise
eej,57,Purple
eek,67,Brown
eel,84,Red
eem,74,Pink
een,12,Yellow
eeo,65,Lavender
eep,76,Blue
eeq,50,Purple
eer,51,Blue
ees,72,Gray
eet,68,Green
eeu,79,Yellow
eev,96,Gray
eew,65,Lavender
eex,31,Turquoise
eey,29,Pink
eez,61,White
efa,55,Lavender
efb,90,Lavender
efc,18,Pink
efd,6,Purple
efe,12,Orange
eff,22,Red
efg,92,White
efh,9,Green
efi,75,Magenta
efj,20,Purple
efk,80,Gray
efl,0,White
efm,66,Cyan
efn,34,Pink
efo,79,Blue
efp,33,Gray
efq,89,Yellow
efr,78,Green
efs,93,Brown
eft,10,Lavender
efu,54,Yellow
efv,55,Cyan
efw,50,Black
efx,51,Cyan
efy,7,Brown
efz,24,Magenta
ega,76,Cyan
egb,81,Gray
egc,8,Pink
egd,67,Magenta
ege,0,Red
egf,57,White
egg,82,Green
egh,100,Red
egi,4,Black
egj,11,Brown
egk,48,Green
egl,22,Lavender
egm,70,Blue
egn,73,Green
ego,42,Yellow
egp,100,Red
egq,23,Brown
egr,43,Green
egs,65,Orange
egt,7,Turquoise
egu,65,Cyan
egv,49,Red
egw,70,Lavender
egx,20,Black
egy,46,Purple
egz,32,Red
eha,69,Yellow
ehb,15,Cyan
ehc,29,Yellow
ehd,80,Black
ehe,72,Black
ehf,48,Brown
ehg,83,Lavender
ehh,31,Purple
ehi,33,Turquoise
ehj,95,Red
ehk,42,Yellow
ehl,72,Pink
ehm,50,Brown
ehn,29,Orange
eho,12,Yellow
ehp,49,Purple
ehq,19,Cyan
ehr,26,Orange
ehs,45,Green
eht,59,Green
ehu,34,Orange
ehv,11,Turquoise
ehw,22,Turquoise
ehx,73,Lavender
ehy,92,Turquoise
ehz,25,Green
eia,20,Black
eib,67,Yellow
eic,61,Green
eid,36,Brown
eie,65,Turquoise
eif,17,Blue
eig,38,Blue
eih,57,Purple
eii,19,White
eij,49,Turquoise
eik,16,Brown
eil,32,Lavender
eim,42,Cyan
ein,81,Lavender
eio,50,Yellow
eip,96,Lavender
eiq,32,Purple
eir,68,Pink
eis,86,Magenta
eit,16,Lavender
eiu,59,Lavender
eiv,7,Orange
eiw,14,Brown
eix,83,Cyan
eiy,10,Green
eiz,22,Orange
eja,55,Green
